instructions,L1-icache-load-misses,dTLB-load-misses,branch-misses,iTLB-load-misses
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
521483,27068,1855,5689,1707
6215125,31989,2151,19198,1632
3331188,108318,7464,23292,6810
5593580,43975,2442,26369,2171
6458151,47674,2005,20602,1752
6439778,38819,2140,21326,1242
8127947,41673,1083,17142,1061
6395420,53608,1912,19722,1837
415845,10073,715,1523,305
830,200,12,22,16
4047,641,74,61,70
6538,434,61,36,58
830,160,74,47,70
4868,751,15,32,23
6523,422,60,38,56
4029,579,73,41,78
828,170,13,13,21
6518,407,60,29,57
899,205,72,51,79
4027,567,13,13,18
6479,412,60,29,63
4029,575,72,41,66
828,163,13,14,16
6509,466,73,44,73
4036,503,60,31,57
839,166,12,11,16
6479,395,61,31,77
4029,559,72,42,55
828,170,12,15,46
7380,593,74,43,47
3197,408,60,29,54
964,535,72,40,76
7175,148,12,12,19
3199,549,73,42,77
7337,408,60,31,55
830,185,44,41,77
4027,550,42,12,18
6479,413,60,29,56
971,553,72,40,79
3886,153,13,13,19
7390,608,74,40,73
3217,393,61,35,59
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
21260,1924,300,199,331
18042,1599,295,136,205
828,174,12,13,18
6519,599,73,42,76
40379,730,136,122,107
830,627,73,44,75
7317,164,13,13,19
3207,399,61,28,55
1355,586,73,42,73
6820,166,12,13,21
3205,415,61,31,59
830,602,74,41,72
4067,161,12,13,20
3207,592,74,42,76
7325,439,60,30,60
899,170,13,13,78
4047,574,74,42,20
6499,444,62,28,56
830,165,12,14,21
4056,574,73,42,78
6538,432,60,32,59
971,561,73,42,79
21356,2470,185,509,176
6514,531,69,40,68
830,587,72,43,78
4027,162,13,14,20
6519,451,61,37,77
4116,617,72,43,60
830,164,12,14,23
7357,626,72,45,76
3219,428,60,29,57
828,210,60,44,80
7359,557,26,11,19
3210,427,65,54,83
8125,660,69,30,56
830,182,15,43,75
4027,613,70,14,21
6626,407,60,35,61
1033,442,73,43,74
3913,328,13,14,19
6527,385,60,30,62
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
27018,2511,402,240,367
13582,1245,199,109,186
899,180,13,13,16
39492,719,135,121,105
830,591,73,45,78
7329,166,13,13,20
3219,564,74,44,76
7357,393,59,30,56
830,177,12,14,74
3210,430,65,72,101
12915,1273,168,108,72
839,178,12,14,17
4027,569,72,44,74
6491,387,61,31,61
899,180,13,10,16
4047,590,74,40,75
6534,391,61,29,56
830,627,74,38,70
4047,165,12,13,20
6529,1600,401,328,242
24864,450,72,54,129
8534,718,75,91,112
830,210,13,14,24
3208,476,60,47,79
7319,541,73,45,61
899,173,12,12,16
3217,590,73,45,81
7436,404,61,33,65
830,171,13,13,16
4047,576,74,44,79
22193,953,316,228,266
830,159,13,13,33
3205,558,75,58,133
7317,402,61,40,87
2716,574,76,49,89
2149,135,12,13,24
6497,384,61,37,81
4116,571,74,44,77
830,149,13,12,22
7357,550,74,50,88
5460,599,116,70,99
828,158,12,14,25
196,158,12,37,24
2331,582,26,83,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
26931,2477,340,332,328
10241,731,162,71,147
4047,676,87,54,86
43612,777,135,115,109
830,154,14,19,82
4027,548,72,43,22
6481,395,60,31,57
828,512,73,43,78
4027,142,13,13,21
6481,393,60,28,58
2380,564,73,45,79
2477,141,13,14,21
6586,434,67,47,76
4027,554,66,30,60
828,147,13,14,77
7311,531,72,41,21
3197,416,61,29,58
937,152,12,16,20
6481,406,60,28,67
4036,543,72,43,70
837,162,12,14,20
6481,388,61,28,58
4036,668,72,49,75
830,139,12,15,17
6582,403,62,37,78
4035,525,74,46,59
828,160,13,13,18
6489,404,61,28,59
4035,530,75,44,77
830,158,13,14,20
6489,444,73,41,78
4035,479,62,29,58
828,171,13,13,20
7000,562,72,42,77
3524,390,61,30,61
830,166,13,14,22
7463,565,74,45,76
3219,391,60,31,60
828,147,13,13,18
7368,540,74,51,78
3226,396,61,30,59
830,165,13,13,20
9570,645,129,75,99
3219,400,61,31,61
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
10925,1273,203,122,185
83998,3569,383,804,359
8139,665,84,53,92
3197,378,60,30,59
830,149,15,41,72
7309,576,70,13,21
3199,386,60,28,58
935,184,72,47,76
7342,516,12,13,19
3197,382,60,30,56
830,142,12,12,23
7414,567,73,45,68
3199,387,60,29,58
962,558,72,39,75
7205,143,13,12,17
3197,535,72,41,74
7311,400,60,27,56
828,139,12,12,22
4027,524,74,39,71
6481,411,60,26,54
830,521,72,42,76
4027,142,12,12,19
6594,414,62,32,49
828,206,15,48,77
4047,520,72,12,17
6529,441,61,31,50
830,155,12,12,18
4047,564,74,41,72
6529,436,61,31,47
837,550,73,42,68
4047,153,12,11,14
3251,416,61,28,50
964,540,74,43,71
7570,473,51,90,42
6622,438,62,33,52
4047,535,74,43,67
828,141,13,12,16
8742,671,132,72,91
4047,380,61,31,48
830,519,74,40,71
10119,390,90,40,56
3219,373,71,28,63
837,183,28,42,70
7366,512,58,13,16
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
13160,1324,203,122,167
48914,1564,252,169,215
4035,525,73,40,70
7345,549,75,41,73
3207,406,61,27,52
828,531,74,44,71
7347,185,13,12,16
3205,409,62,31,54
830,143,12,12,75
7420,560,73,43,19
3199,412,61,28,54
7337,534,73,41,74
839,162,13,14,18
3197,531,72,43,67
